track_id,track_name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
2hQdmjAhYEuMuqNWZCsz1J,BLAME IT ON ME,READY TO BE,TWICE,2023-03-10,160893,51,0.483,0.198,0.681,0.0,0.255,-3.119,0.0481,177.713,4
0n25TbWLbt9VrrPVZr6MDQ,Welcome,Oneiric Diary,IZ*ONE,2020-06-15,85146,36,0.655,0.353,0.44,1.62e-06,0.373,-4.654,0.0316,121.962,3
6vHyPhg8fgclBiY8QN68wp,PIRI,The End of Nightmare,Dreamcatcher,2019-02-13,206819,0,0.507,0.18,0.869,0.0,0.474,-2.245,0.0594,170.043,4
2LMMPM5a6djUmhoQnjnap2,Pastel,WHEE,Whee In,2022-01-16,142746,44,0.728,0.361,0.539,0.000179,0.165,-6.294,0.216,80.253,4
1Uc1gpLGKiW2OyM7SF9WLW,NEON 1989,SOUL LADY,YUKIKA,2020-07-21,146373,43,0.64,0.284,0.837,0.000164,0.228,-4.028,0.0454,119.98,4
3VlGIOModL226RrY3wy393,"Amaid (Prod. Dynamicduo, Padi)",I Adore,KIM JAE HWAN,2024-05-08,178346,40,0.777,0.346,0.812,0.0,0.183,-4.808,0.157,100.015,4
4JDJdj7QuqHEqDuOeQzboZ,X-GENE,NEW DNA,XG,2023-09-27,85640,60,0.713,0.417,0.827,0.000154,0.151,-5.267,0.231,165.995,4
3msXeHxaKNC9uFvtlglX5b,Chuck,Love&Letter repackage album,SEVENTEEN,2016-07-04,178171,38,0.773,0.105,0.931,0.0,0.39,-4.591,0.135,115.008,4
1RzGO4GqUocNck4l8iTD5r,You are crying,[Vol.9] You Hee yul's Sketchbook 10th Anniversary Project : 4th Voice 'Sketchbook X Hwa Sa',HWASA,2019-03-16,215399,0,0.612,0.464,0.712,0.0,0.0747,-3.654,0.202,74.753,4
54TXnRnNzpDKbuHHihqy6U,WHERE IS LOVE?,WHERE IS LOVE?,KODI GREEN,2021-01-09,201822,32,0.645,0.584,0.545,0.0,0.125,-5.931,0.0335,87.995,4
0ra3bPUOj2YnY4FJHXtgHZ,BIBI Vengeance,Lowlife Princess: Noir,BIBI,2022-11-17,165135,69,0.442,0.0272,0.748,0.000128,0.0642,-4.718,0.0895,99.981,4
42JioTULdqZ2f1IkikFd2R,sometimes you are…,sometimes you are…,yewee,2023-08-18,232499,14,0.596,0.573,0.463,0.365,0.163,-10.077,0.0233,94.017,4
28xjm4FnnGI4Xnds7VoNSl,WAVE,TREASURE EP.3 : One To All,ATEEZ,2019-06-10,203933,60,0.624,0.0886,0.86,1.04e-05,0.123,-3.346,0.0387,99.968,4
3nLUsvRPY4vQfTYFk9uEVp,Your City,YOUR CITY,Jung Yong Hwa,2023-09-14,216106,36,0.599,0.0198,0.905,0.0,0.492,-3.097,0.0496,99.938,4
0FmNJEwcFE4aGZtqZhiEmD,twit,K-909 : twit,TRI.BE,2023-05-14,161000,28,0.767,0.0393,0.865,0.0034,0.273,-2.415,0.0492,135.987,4
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,179026,79,0.593,0.268,0.935,0.0,0.286,-3.43,0.225,99.976,4
3hK2tG62EvBCjCz5sQI7cY,Sunrise,HIDEOUT: THE NEW DAY WE STEP INTO - SEASON 2.,CRAVITY,2020-08-24,197106,26,0.775,0.0814,0.844,0.0,0.0494,-2.415,0.09,105.004,4
2NeJBfbWgs19WiBXAUPpBq,WHY?,WHY?,Stray Kids,2024-04-12,228266,71,0.596,0.0744,0.98,0.0,0.349,-3.786,0.0709,128.934,4
42Lloi2e6x3Rk1hlLQUNZw,Untold Story,Untold Story,PLAYBACK,2017-10-20,228642,10,0.749,0.158,0.874,0.0,0.0664,-3.529,0.0825,107.044,4
5P0Uo1LqAgvFuxabQMe81X,A-TEEN,A-TEEN Part.3,SEVENTEEN,2018-08-13,196323,53,0.649,0.109,0.792,0.0,0.343,-4.677,0.0966,149.962,4
6Ig42GJlpNtP77kGIXYZc4,The shower,CHAT-SHIRE,IU,2015-10-23,247106,47,0.578,0.784,0.324,0.0,0.106,-7.291,0.0304,86.915,4
7aJSEhH3kzrcr4g0uGXUC7,Ra Pam Pam,Golden Child 2nd Album [Game Changer],Golden Child,2021-08-02,211160,37,0.685,0.115,0.962,0.0,0.0926,-1.188,0.124,102.045,4
3SE6mjXe4HUdFp3zGSRZ2d,Swan Song,REBORN,PIXY,2022-06-15,173906,24,0.556,0.0727,0.949,0.0,0.125,-1.725,0.328,176.071,4
0f0hE8jWYBpJC2JEZEc2MV,Nothing But You (Korean Ver.),Nothing But You (Korean Ver.),LEE JUNHO,2023-11-29,244645,33,0.681,0.0712,0.887,0.0,0.214,-3.325,0.0326,130.033,4
42tFTth2jcF7iSo0RBjfJF,Peek-A-Boo,Perfect Velvet - The 2nd Album,Red Velvet,2017-11-17,189049,66,0.839,0.0868,0.902,0.00257,0.272,-3.612,0.0536,114.953,4
09kaEPnETz6NYBJfaE3WVB,Flashlight,MINZY WORK 01 UNO,MINZY,2017-04-17,195916,22,0.66,0.152,0.564,0.0,0.119,-6.514,0.0731,97.037,4
2ZVQY4mXF3eHTu1RBnBZl0,Secret Garden,SECRET GARDEN,OH MY GIRL,2018-01-09,244022,47,0.595,0.0622,0.831,0.0,0.552,-4.034,0.0398,105.081,4
741wqAxJIPwjHWLjyG2so6,GO,NCT 2018 EMPATHY,NCT,2018-03-14,207173,57,0.76,0.308,0.928,0.0,0.072,-3.645,0.215,131.985,4
3WiwXdfoTkavPsUeO5V97p,Tell Me,2 Different Tears,Wonder Girls,2010-05-15,219453,40,0.814,0.105,0.93,0.00018,0.294,-5.128,0.0364,127.002,4
6WdKzXgNyPeSOBI8OWN6Zp,OOH-AHH하게 Like OOH-AHH,THE STORY BEGINS,TWICE,2015-10-20,215091,0,0.72,0.241,0.876,0.000101,0.381,-1.166,0.0776,141.997,4
2X3UgVLSA4wYriGIQyYmMA,Answer : Love Myself,Love Yourself 結 'Answer',BTS,2018-08-24,251279,63,0.568,0.189,0.793,0.0,0.111,-3.749,0.0406,108.051,4
0W9HGC75wwxU4YweY045ln,So Good,RBB - The 5th Mini Album,Red Velvet,2018-11-30,206944,43,0.567,0.275,0.863,0.0,0.197,-3.97,0.124,153.899,4
5IN9W6eUfk3014My9awagX,MOONLIGHT SUNRISE,READY TO BE,TWICE,2023-03-10,180320,65,0.746,0.401,0.78,4.08e-06,0.0895,-3.279,0.0563,125.089,4
2eQW5YBylutQcx4KnyiwY9,Lucid Dream,PINK PUNCH,Rocket Punch,2019-08-07,243592,17,0.515,0.175,0.736,0.0,0.122,-4.397,0.0308,167.791,4
4NPFma0onsuGO2wACs41Sl,What I Want,Unlock My World,fromis_9,2023-06-05,209693,37,0.693,0.226,0.914,0.0,0.0992,-2.262,0.258,119.974,4
7vKGLDYQkCPz6IIlEFwfP1,Another Dream - Kep1er Version,FIRST IMPACT,Kep1er,2022-01-03,201320,31,0.404,0.347,0.736,0.0,0.272,-4.607,0.0381,156.022,4
46tjrNfscUPrzVnR5rpqKK,Shark,Shark,OH MY GIRL,2021-12-23,203400,27,0.891,0.108,0.822,2.24e-06,0.0327,-4.033,0.0949,115.028,4
6WfW2xPw3X5FiJPQWkaXoN,ddu ddu ddu,6equence,Moon Byul,2022-01-19,212280,38,0.56,0.336,0.702,0.0,0.355,-3.714,0.0599,83.944,4
4JViGq60SvqtQXI3WK0OLS,Oh My!,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',SEVENTEEN,2018-07-16,195004,0,0.682,0.246,0.888,0.0,0.0552,-3.249,0.252,91.966,4
2UuKZDzjZ7cVMOvpmuAMYj,Tell Me,The Wonder Years,Wonder Girls,2007-09-12,217000,67,0.792,0.104,0.924,0.000224,0.336,-6.866,0.0327,127.003,4
1b0EgjAcJAkOlMh1U5zXLU,Trigger the fever - Bonus Track,We Young - The 1st Mini Album,NCT DREAM,2017-08-17,206791,45,0.534,0.0352,0.881,0.0,0.532,-2.871,0.0434,128.009,4
7CZRguMolNqIobnXxpV735,Coin,IU 5th Album 'LILAC',IU,2021-03-25,193080,55,0.725,0.00849,0.879,1.25e-06,0.316,-3.351,0.101,118.092,4
1nGukuQpGeNt8vg6wwtQ15,Baesisi,Baesisi,Ji Sook,2017-08-24,239113,0,0.66,0.297,0.87,0.0,0.107,-4.849,0.136,84.018,4
7AbqgE05nFl9qY4FRUiq2p,Shot Glass of Tears,GOLDEN,Jung Kook,2023-11-03,167246,74,0.507,0.508,0.394,0.0,0.0825,-7.188,0.035,77.955,4
2TfsNTyC4uuamXBZJnU0ga,Nerdy Love,Nerdy Love,pH-1,2020-01-09,196373,52,0.755,0.535,0.591,0.0,0.0862,-6.655,0.0454,103.996,4
01hvI4BrrUbBuyIXewP4AD,If I Ruled the World,"O!RUL8,2?",BTS,2013-09-11,247450,0,0.744,0.0434,0.725,0.0,0.296,-6.29,0.112,95.983,4
7BzhMJxmNDtibkjZUBnNZo,Light Me Up,The Velvet - The 2nd Mini Album,Red Velvet,2016-03-17,212996,37,0.612,0.597,0.908,0.0,0.159,-3.699,0.094,120.013,4
0LM9oZmyPIbGSeDwcAj9ph,MAGIC TIME,未来(あした),BTOB,2015-03-25,229784,11,0.648,0.0365,0.949,0.0,0.0727,-2.896,0.063,126.009,4
2o0H0o6gWgnegtqkuOhtZk,5th Season (SSFWL),THE FIFTH SEASON,OH MY GIRL,2019-05-08,240386,16,0.557,0.453,0.893,0.0,0.635,-2.799,0.0496,125.941,4
68Jm50sJpUdqu3IyMdFaXp,Sad Ending,Fourever,DAY6,2024-03-18,204480,51,0.45,4.75e-05,0.927,0.0,0.153,-3.105,0.0689,163.024,4
3v8hC61VqQ95xwBiLg1JPg,Sweet Venom (feat. Bella Poarch),ORANGE BLOOD,ENHYPEN,2023-11-17,148753,53,0.869,0.0549,0.675,8.55e-06,0.131,-3.685,0.0473,115.003,4
6Utgqpc5ivPkrfG5JfVUOI,Bewitched - Eng Ver.,Fairyforest : Temptation,PIXY,2021-10-07,205066,29,0.696,0.0258,0.909,0.0,0.126,-3.193,0.115,109.942,4
2QNhahItpYRum6tkTdWigt,Lonely,HUTAZONE,LEE MINHYUK (HUTA),2019-01-15,230017,17,0.581,0.0389,0.732,0.0,0.0853,-5.107,0.0356,139.946,4
4Q5XBV4sCvggtvFuVORCkF,After Love,Gift E.C.H.O,Park Hyo Shin,2012-03-22,230199,27,0.329,0.707,0.597,0.0,0.118,-4.781,0.0378,145.466,5
562y60qzM1yThIbG1T2Db2,Tiny Little Things,A letter from Greenland - The 4th Album,S.E.S.,2000-12-16,252293,11,0.65,0.17,0.767,0.0,0.0845,-5.495,0.0672,146.01,4
1RTW9UthqmZwr8Od6CH4i8,Into the New World,Girls' Generation,Girls' Generation,2007-11-01,265760,61,0.708,0.0706,0.892,0.0,0.114,-1.964,0.0349,108.031,4
5zx7zu73Ghnk1UTymt1iYI,Love Comes - Eng Version,Love Comes,HWASA,2017-04-21,221404,17,0.698,0.357,0.888,0.0,0.108,-3.42,0.197,91.929,4
3dbLT62Cvs46Ju7a8gpr36,Savage,Savage - The 1st Mini Album,aespa,2021-10-05,238143,73,0.727,0.124,0.879,1.17e-05,0.244,-1.167,0.129,146.959,4
623MRGJs27mi0ne71LEqGa,Fall in Love Again,Fall in Love Again,ALEPH,2017-08-24,218456,39,0.609,0.836,0.356,0.0,0.115,-8.384,0.0295,140.037,4
6ikPYobrjkmntLXFbIrfHh,Road,Road,Ju ha neul,2021-12-02,195157,11,0.447,0.915,0.148,0.00201,0.112,-13.146,0.0309,134.115,4
3tx2utq1sWx0NlsPMnlL0n,Everytime,YUQ1,YUQI,2024-04-23,191066,55,0.591,0.334,0.513,0.0,0.109,-7.165,0.0636,81.814,4
5jJceu1XzlE3bPQhQTZ2Ul,Diamond,TRAVEL,MAMAMOO,2020-11-03,160173,31,0.679,0.27,0.582,0.00795,0.104,-5.113,0.168,159.882,4
20ZTeJ0RNFbJ9OiUo35Rq4,Butterfly,Who Am I,CRAXY,2022-08-16,194106,17,0.642,0.178,0.861,2.21e-06,0.355,-1.579,0.0446,120.02,4
6UNRjSjhTNTu4b8fNEhDya,Rewind,REBOOT,Wonder Girls,2015-08-03,213480,0,0.716,0.576,0.886,0.0,0.322,-3.658,0.0327,105.017,4
34U33Fr2hM6wWkjvdpiwS6,Antidote,YELLOW,KANGDANIEL,2021-04-13,218840,37,0.713,0.17,0.685,0.0,0.444,-4.629,0.0574,130.06,4
2yMubrEmYwe2CyN9UTCKp8,Yes I Am,New Men,BTOB,2016-11-07,210562,0,0.642,0.243,0.868,0.0,0.123,-3.292,0.0475,118.972,4
4tKgb65jY0A7jwKVPT1b82,Happy Birthday,BINARY CODE,ONEUS,2021-05-11,191720,22,0.618,0.0834,0.827,0.0,0.0692,-3.327,0.209,80.678,4
55Ctj6nVfobn9AcPe6sLG2,Like,2 Cool 4 Skool,BTS,2013-06-12,231893,66,0.737,0.303,0.723,0.0,0.26,-4.165,0.0705,100.939,4
4knqZHNHlEBBEmfETcpTyr,D.D.D,DREAMLIKE,THE BOYZ,2019-08-19,212362,44,0.695,0.0733,0.921,0.0,0.0789,-2.699,0.0848,119.971,4
4JtKUwFm3pMmnFfKL8Xdh1,All Yours,We Love You,DKB,2023-08-14,199866,0,0.619,0.231,0.87,0.0,0.301,-1.973,0.0407,95.039,4
3sj3LrPI6Zf6Eov3Ai48u9,Could It Be,YUQ1,YUQI,2024-04-23,189786,56,0.721,0.0317,0.692,0.0,0.136,-3.867,0.0366,124.003,4
4dKa5ZzlGqUy3Wo0yaXKNI,Cupid,The Beginning: Cupid,FIFTY FIFTY,2023-02-24,174253,0,0.77,0.652,0.661,0.0,0.383,-8.199,0.0336,120.053,4
0xHgclG2TeqIzB8N3Wb5rP,HIT,HIT,SEVENTEEN,2019-08-05,203493,0,0.615,0.0881,0.904,0.0,0.117,-3.955,0.221,130.047,4
3JNgIY0WqPk3qgQapkFumz,VAMOS,1st Mini Album 'VAMOS',OMEGA X,2021-06-30,210133,0,0.547,0.245,0.883,0.0,0.127,-1.291,0.0594,180.182,4
7BiaLnXa10sBpBEcFfm4PP,Why Don’t You Know,Hands on Me,CHUNG HA,2017-06-07,198420,0,0.702,0.322,0.922,0.0,0.367,-0.961,0.146,100.032,4
7Acvy2L38SCipAeMPOK8Ro,HOLO,HOLO,LeeHi,2020-07-23,178520,0,0.406,0.768,0.474,0.0,0.106,-6.349,0.0295,179.914,3
4FJ3U3FHXPdIOSP6e1tQfb,Girls Back Home (Feat. Lee Young Ji),Girls Back Home (Feat. Lee Young Ji),Ash-B,2022-08-18,135600,0,0.933,0.109,0.83,0.0,0.347,-0.78,0.19,95.033,4
4StGdrc5YrbDlhPiu9SAs3,未来(あした)/ 미래,24/7 (TWENTY FOUR/SEVEN),BTOB,2016-12-07,233451,11,0.669,0.108,0.831,0.0,0.111,-2.95,0.0274,116.998,4
2xL2yWZsd3cvEk4heGkctC,Switch - Bonus Track,NCT #127 - The 1st Mini Album,NCT 127,2016-07-10,184670,38,0.871,0.104,0.65,0.0,0.0867,-4.829,0.0605,112.046,4
5VXSt0cvi5wtJTox0wKI4x,DUMB DUMB,XOXO,JEON SOMI,2021-10-29,147240,59,0.852,0.0177,0.749,0.000133,0.0695,-6.218,0.0488,103.06,4
4r34Yi0eltsu1tp6z4lq3x,XOXO,XOXO,JEON SOMI,2021-10-29,207650,57,0.704,0.0717,0.608,0.0,0.13,-6.339,0.0314,144.959,4
7pNNnrmd3pBIsQTenWExLy,Plz Don’t Be Sad,CAN YOU FEEL IT?,HIGHLIGHT,2017-03-13,196508,32,0.587,0.16,0.874,0.0,0.15,-2.461,0.0613,150.037,4
18oRQpmTn6V0gu9WacOxLy,the Aerialist (Wonderboy),the Keys,GWSN,2020-04-28,189753,35,0.647,0.417,0.8,0.0,0.0692,-3.701,0.0814,90.036,4
2vVNwJJVClhArOLYkCFYCo,Well,Belief,Sinae,2021-11-03,230080,9,0.639,0.525,0.603,1.76e-06,0.0854,-6.745,0.0418,77.063,4
0OCDOcvQvozjsivREMojzx,Mixtape : Time Out,Mixtape : Time Out,Stray Kids,2022-08-01,175293,51,0.555,0.0453,0.945,0.0,0.244,-1.934,0.127,160.006,4
0RzT9tBLcQhofW2TNiHP9B,God’s Menu,GO LIVE,Stray Kids,2020-06-17,167922,0,0.689,0.00776,0.771,0.0,0.521,-3.618,0.0548,157.052,4
604WLLZjdT3Wa9ZjXRXaqg,Western Sky,Western Sky,Solji,2024-04-18,215933,25,0.513,0.404,0.622,0.0,0.092,-3.651,0.0337,121.81,4
4qiD8oNtMtFR5dg9uo0mS9,KISS ME,KISS ME,WJSN,2017-07-14,178202,22,0.691,0.0748,0.927,0.0,0.434,-2.833,0.0752,81.778,4
3UgPJrKvOaTFgZ185X80Dx,#Cookie Jar,#Cookie Jar,Red Velvet,2018-07-04,213693,41,0.682,0.0159,0.959,0.0,0.19,-2.054,0.0969,158.924,4
3df2rjbJOeKX0chxM5auLs,뭘 더 바래?,I Love Natural,이정현,2002-11-05,213573,10,0.759,0.0235,0.956,0.129,0.0725,-2.727,0.0418,146.001,4
6y8BCw8EyaGOcjGpgqOnMx,SWIMMING,Piece of BTOB Vol.4,Lim Hyunsik,2017-07-24,260836,26,0.462,0.0939,0.631,0.00319,0.388,-5.52,0.0283,139.997,4
5cQB9fbuQCz4muQUFkv3rR,Serendipity (Full Length Edition),Love Yourself 結 'Answer',BTS,2018-08-24,276707,0,0.347,0.445,0.578,0.0,0.231,-7.525,0.0626,86.73,5
3gu28iWFnrj9fzZO523qxf,Fearless,Fearless,Rolling Quartz,2023-09-20,177837,37,0.626,0.000132,0.853,0.000515,0.314,-3.903,0.0434,117.945,4
7ztqJLlIWnBC0eeGqA2iwo,Star,"Second 20s (Original Sound Track), Pt.6",MinJae,2015-10-02,214000,26,0.826,0.261,0.627,0.0,0.117,-5.292,0.156,93.098,4
66kmdMzh11vgeVbxFn2IsR,Baby Ride (feat.Hyun Sik Of BTOB),Baby Ride (feat.Hyun Sik Of BTOB),WOODZ,2016-08-14,207622,25,0.591,0.23,0.795,0.0,0.067,-3.748,0.23,176.782,4
2zfXhLXmq96fp8eq1N4vm1,Lonely Night,Lonely Night,JuJu Secret,2023-03-25,194373,35,0.689,0.00249,0.899,5.64e-06,0.0317,-3.187,0.0295,115.012,4
4U9teFThcaHZz386DQM6FY,sunny days,0.1 flaws and all.,wave to earth,2023-04-20,248746,67,0.553,0.75,0.466,0.000664,0.111,-8.452,0.0288,158.037,4
1w5en1zrGxTg3tSDXLQobB,Dear Love - Live,Rendez-Vous (Live),Lim Hyunsik,2020-01-31,325213,13,0.435,0.0906,0.653,0.0,0.132,-6.244,0.0324,143.899,4
4CimQqD7nmLNIEQFBwaoiJ,everyday we fight,The Book of Us : Negentropy - Chaos swallowed up in love,DAY6,2021-04-19,209779,41,0.634,0.00333,0.736,1.29e-05,0.0906,-6.415,0.0298,117.002,4
1MXw9VhdrArQeGcPQy9A1v,Good bye,My Love From the Star Part 4,HYOLYN,2014-01-22,218920,54,0.581,0.766,0.446,0.0,0.168,-8.412,0.0297,79.975,4
3jb7gznZVfqyMQGJo4hzG2,Hush,Hush,miss A,2013-11-06,186799,56,0.769,0.274,0.807,0.0,0.199,-3.453,0.0498,125.991,4
68yUIRmUq0cZN19DnbgKSX,$$$,I am,(G)I-DLE,2018-05-02,211556,43,0.748,0.102,0.926,0.0,0.0664,-2.531,0.0825,151.115,4
70XnKsO3UnIT4FnEwChQXx,= (Equal Sign),Jack In The Box,j-hope,2022-07-15,114477,63,0.673,0.0155,0.75,5.44e-06,0.348,-5.831,0.0655,105.848,4
0Hj4YtlD0Q5O0srdZxJUtl,Gold Dust,2 Baddies - The 4th Album,NCT 127,2022-09-16,249613,46,0.74,0.704,0.537,0.0,0.35,-5.477,0.0401,140.008,4
1Xnha5ko8j7yY8O3ATe0Vs,I WANT,I WANT,IVE,2023-07-13,180626,59,0.793,0.0328,0.768,0.0,0.121,-1.909,0.0499,129.944,4
5IWlLl3xT95o8TSv3O8tRH,Rain Song (Feat. Colde),Rain Song,Epik High,2021-06-29,243785,46,0.677,0.631,0.576,0.0,0.125,-5.43,0.0416,87.934,4
0Sp0RwhaE0CdJE8ctmXk4U,Ready Or Not,Ready Or Not,MOMOLAND,2020-11-17,200173,38,0.725,0.00954,0.901,0.0,0.28,-1.8,0.0985,125.022,4
7fLijBP4BGujlmHRP3aX32,링가링가 (RINGA LINGA),RISE,TAEYANG,2014-06-03,227021,51,0.584,0.0858,0.845,0.0,0.124,-3.029,0.066,141.018,4
7AAyzxwoFaL55IJMJVn2Oh,DIVA,Diva,After School,2009-04-09,198243,43,0.675,0.186,0.988,0.0,0.24,-2.093,0.0612,129.98,4
7F9IBfoEBBR9YqfhVbUsyu,Payday,EXCLAMATION,WOOAH,2020-05-15,192600,30,0.692,0.529,0.844,0.0,0.0861,-2.06,0.161,77.483,4
66s0vvZTafY6lLx36xXB5M,GET OUT,WANNA BE,AOA,2012-10-10,213995,31,0.68,0.00543,0.874,0.0,0.0663,-2.186,0.0363,137.099,4
3pyNUDyPRMG1pY2zVg3Lxl,Love Me Now,NCT #127 Neo Zone: The Final Round - The 2nd Album Repackage,NCT 127,2020-05-19,248253,25,0.547,0.152,0.778,0.0,0.0515,-4.733,0.139,126.181,4
0YKzTMzgAXgQLpChiBRTlf,Drama,The Dream Chapter: ETERNITY,TOMORROW X TOGETHER,2020-05-18,209563,53,0.632,0.0705,0.961,0.0,0.26,-2.392,0.0688,126.001,4
1bZNFcnyCmlnbs337baR0b,FIANCÉ,XX,MINO,2018-11-26,207924,0,0.661,0.0281,0.759,0.0,0.128,-3.247,0.0326,139.922,4
54wWoqaydioPQmKEFi8IC3,Still 24K,THE REAL ONE,24K+,2016-10-22,214883,26,0.623,0.0151,0.914,0.0,0.258,-1.364,0.161,128.958,4
1iKeTiCf0WIGIMAjdVoFFz,Manhattan Haze,Manhattan Haze,I'MIN,2021-03-05,229638,45,0.804,0.426,0.648,0.094,0.132,-7.666,0.185,161.993,4
6YuJzx4yiTMhia4aM1M9kU,"Super Rare (Feat. Wonstein, pH-1)",Epik High Is Here 下 (Part 2),Epik High,2022-02-14,220960,38,0.86,0.074,0.536,0.0,0.175,-5.531,0.0643,119.941,4
7BiEgR5r0yMmFoWC9kOTGf,DON QUIXOTE,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,172360,64,0.733,0.0671,0.837,0.0,0.0939,-4.537,0.0992,76.453,4
3oVRrB1qUgZ3V9Ff8Yux6o,Can I Love You,THANK YOU,Brave Girls,2022-03-14,204920,25,0.684,0.00109,0.941,0.0,0.0436,-1.452,0.0504,124.983,4
6xrjIHbm6ga5J8HhOS2Rmn,LAST PIECE,Breath of Love: Last Piece,GOT7,2020-11-30,222119,0,0.715,0.0324,0.866,0.0,0.109,-5.505,0.148,98.034,4
6KlRydEgSlWQ4MqmfVgeor,Ride with U,NO LIMIT,MONSTA X,2021-11-19,204773,0,0.776,0.0433,0.74,0.0,0.221,-4.013,0.0677,106.97,4
1qRfAvzRIJQodWKBNFAb6C,"Smoke (Prod. Dynamicduo, Padi)",Street Woman Fighter2 (SWF2) Class Mission,Various Artists,2023-09-05,209546,61,0.768,0.0317,0.818,1.35e-06,0.0908,-4.057,0.328,98.015,4
3zwntVG0DD4oM5zbaRBYcL,Lemon,Somebody,Loco,2022-07-25,211720,43,0.818,0.569,0.691,0.00048,0.0839,-8.388,0.15,119.96,4
5gDxhjgpRoClBFrOcNGiEQ,Say! Yes,INSANE LOVE,SISTAR,2016-06-21,188835,42,0.674,0.174,0.839,0.0,0.634,-4.224,0.0965,95.043,4
1psrQZVyOFc8Ch4jHOGEgK,Baby Doll,A New Trilogy,Lovelyz,2016-04-25,207003,30,0.72,0.938,0.321,2.81e-05,0.115,-8.603,0.0358,126.901,3
42VsUQkljZvZh8KdQYrBH7,Attaboy,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet,2018-01-29,196836,31,0.774,0.022,0.785,0.0,0.138,-4.619,0.216,104.959,4
4RCstQ4YjgYnjGEu0X2BxP,You Got,WJ STAY?,WJSN,2019-01-08,214847,30,0.725,0.0476,0.902,0.0,0.137,-4.874,0.0667,115.062,4
4iJprGt1rt5iy0sxXXaRWn,OHAYO MY NIGHT,OHAYO MY NIGHT,D-Hack,2020-06-20,238736,43,0.456,0.661,0.756,0.0,0.0878,-3.89,0.167,190.208,4
0vce2egaZUDN6hLXUD4m0R,Liar,CRYSTYLE,CLC,2017-01-17,197532,29,0.735,0.131,0.829,0.0,0.0949,-3.51,0.0575,94.015,4
0usLRFLmYXYahKNgXxsuJc,Trivia 起 : Just Dance,Love Yourself 結 'Answer',BTS,2018-08-24,225220,0,0.723,0.0907,0.906,0.0,0.0771,-4.778,0.279,125.019,4
4swcENr5A4DtJqoAJ9sk1U,Delilah,First Flow,BIGFLO,2014-06-23,204400,19,0.632,0.0689,0.973,0.0,0.23,-1.524,0.172,133.895,4
7KpE90TRQfyVb7xbI9y2lM,FAIRY TALE,MILKY WAY,ALICE,2024-05-13,180613,29,0.776,0.233,0.898,0.0,0.28,-3.078,0.0418,120.007,4
2ngmiq1KoYn3x25VOmvd8F,DNA,Love Yourself 結 'Answer',BTS,2018-08-24,223122,64,0.599,0.022,0.775,0.0,0.0669,-3.997,0.0542,129.817,4
39pv61XfYr9MUwsYkx30aQ,Louder,Not Shy,ITZY,2020-08-17,201054,36,0.886,0.173,0.936,0.00146,0.0761,-2.423,0.0496,115.986,4
1xHMtneI2pIHbBr20uysuc,DANCING QUEEN,From.9,fromis_9,2018-10-10,205533,29,0.759,0.124,0.842,0.0,0.114,-3.679,0.157,100.007,4
2dzKsmPB4nL5KlUrPN34kL,Curious,GREAT!,MOMOLAND,2018-01-03,196353,23,0.68,0.0197,0.542,1.63e-06,0.109,-4.062,0.0259,100.043,4
7ooqeo8bdiIZoLSG3KEU1e,Happy Me,"Reply 1994 (Original Television Soundtrack), Pt. 5",LIM KIM,2013-11-29,258680,33,0.498,0.738,0.727,2.45e-06,0.123,-5.69,0.0318,135.892,4
2X45nVBeYzmDlrXji9Av0Q,"Love, Maybe","Love, Maybe (A Business Proposal OST Special Track)",MeloMance,2022-02-18,185000,64,0.402,0.508,0.731,0.0,0.146,-3.529,0.0693,171.594,4
3pfykZzHS6Zj5M9XH2yNY2,Levanter,Clé : LEVANTER,Stray Kids,2019-12-09,197706,53,0.56,0.00753,0.695,0.0,0.534,-4.697,0.0588,149.95,4
0ouZyRao4mnMH1aepB8qAg,Missed call (feat. Chancellor),Missed call,Jiselle,2019-02-02,203793,0,0.429,0.275,0.537,0.0,0.231,-5.638,0.12,139.309,4
453W8V5Ynwn6Tr28KuOwsO,Anpanman,Love Yourself 結 'Answer',BTS,2018-08-24,232966,57,0.813,0.024,0.876,0.0,0.287,-2.92,0.0922,98.989,4
351Zol0N2J9Hrbm3rhzcrV,January 0th (a hope song),‘the Billlie’s odditorium’ the second edition,Billlie,2024-01-02,235236,33,0.485,0.282,0.559,7.48e-05,0.0683,-6.565,0.0285,170.035,3
5LWWAw887ODAUvR2LR1kDg,Don't Go Insane,Dear Insanity...,DPR IAN,2023-10-06,204880,68,0.721,0.191,0.481,5.85e-06,0.11,-6.199,0.061,115.007,4
6A1dCPrUYhg56ukp4zlEUw,Sensitive,Loossemble,Loossemble,2023-09-15,185133,50,0.918,0.156,0.858,9.62e-06,0.0649,-2.624,0.0608,117.969,4
0awz5O6gZuVcl9vXekAHwf,Cherries Jubiles,Cherris Jubiles,YUKIKA,2019-07-09,245314,15,0.608,0.386,0.832,0.0,0.314,-3.582,0.0493,100.029,4
